prov,year,provyear,SEXO,NED,EDAD,quintil,household_income,presidente,gobernador,soct2r,idio2r,atrib_respon,pol1b,aprobacion,aprobaciong,local_income,desempleo,desempleo2,desempleo3,dependencia,industrializacion,pbgpm,pbgnac,pbgdif,pbggw,pbggw2,pbggw3,pbggw4,tfpc,dependencia_fiscal1,dependencia_fiscal2,dependencia_fiscal_cat_1,dependencia_fiscal_cat_2,dependencia_fiscal_ratio1,dependencia_fiscal_ratio2,dependencia_fiscal_cat_ratio1,dependencia_fiscal_cat_ratio2,ideo,partyidgober,partyidpresi,copartisan,fpv,ofi,meses,desempleo1,peronista,NED_z,EDAD_z,desempleo_z,desempleo2_z,desempleo3_z,industrializacion_z,dependencia_fiscal1_z,dependencia_fiscal2_z,dependencia_fiscal_ratio1_z,dependencia_fiscal_ratio2_z,pbgpm_z,pbggw_z,pbggw2_z,pbggw3_z,pbggw4_z,pbgdif_z,tfpc_z,local_income_z
Santiago del Estero,2012,Santiago del Estero 2012,Hombre,4,23,1,2,1,1,2,2,0,NA,4,4,11.11,3.5855988520660373,7.669172932330827,0.5691729323308277,1,11.96,9.097546534,14.019744566649893,-4.922198032649893,-7.991895542548402,-8.982651534419048,3.75676506,-0.01016583566,0.9721639172,8.43,9.74,1,1,0.1211983655,0.1223220789,1,1,10,NO,NO,SI,1,1,39,66.89972595039002,Yes,-1.7046682189634714,-1.0873113721203136,1.8450335743125144,0.18558452049111498,0.4377889632178623,-1.412216521489787,-1.5034640892489808,-1.4587191356923017,-0.6584647718927635,-0.6598623823347146,-0.5734574996428458,-2.0015271191780553,-2.002140563842869,1.631809606341233,-0.89787220107315,-0.5951193132708773,1.607858803195725,-1.5547526814453936
Santiago del Estero,2012,Santiago del Estero 2012,Mujer,7,33,1,NA,NA,NA,2,NA,0,NA,4,4,11.11,3.5855988520660373,7.669172932330827,0.5691729323308277,1,11.96,9.097546534,14.019744566649893,-4.922198032649893,-7.991895542548402,-8.982651534419048,3.75676506,-0.01016583566,0.9721639172,8.43,9.74,1,1,0.1211983655,0.1223220789,1,1,8,NO,NO,SI,1,1,39,66.89972595039002,Yes,-0.9150172631544907,-0.5139874410426651,1.8450335743125144,0.18558452049111498,0.4377889632178623,-1.412216521489787,-1.5034640892489808,-1.4587191356923017,-0.6584647718927635,-0.6598623823347146,-0.5734574996428458,-2.0015271191780553,-2.002140563842869,1.631809606341233,-0.89787220107315,-0.5951193132708773,1.607858803195725,-1.5547526814453936
Santiago del Estero,2012,Santiago del Estero 2012,Mujer,7,29,1,3,NA,NA,3,2,0,NA,4,4,11.11,3.5855988520660373,7.669172932330827,0.5691729323308277,1,11.96,9.097546534,14.019744566649893,-4.922198032649893,-7.991895542548402,-8.982651534419048,3.75676506,-0.01016583566,0.9721639172,8.43,9.74,1,1,0.1211983655,0.1223220789,1,1,10,NO,NA,SI,NA,NA,39,66.89972595039002,Yes,-0.9150172631544907,-0.7433170134737245,1.8450335743125144,0.18558452049111498,0.4377889632178623,-1.412216521489787,-1.5034640892489808,-1.4587191356923017,-0.6584647718927635,-0.6598623823347146,-0.5734574996428458,-2.0015271191780553,-2.002140563842869,1.631809606341233,-0.89787220107315,-0.5951193132708773,1.607858803195725,-1.5547526814453936
Santiago del Estero,2012,Santiago del Estero 2012,Hombre,7,31,1,3,NA,NA,2,NA,0,NA,4,4,11.11,3.5855988520660373,7.669172932330827,0.5691729323308277,1,11.96,9.097546534,14.019744566649893,-4.922198032649893,-7.991895542548402,-8.982651534419048,3.75676506,-0.01016583566,0.9721639172,8.43,9.74,1,1,0.1211983655,0.1223220789,1,1,8,NO,NA,SI,1,1,39,66.89972595039002,Yes,-0.9150172631544907,-0.6286522272581948,1.8450335743125144,0.18558452049111498,0.4377889632178623,-1.412216521489787,-1.5034640892489808,-1.4587191356923017,-0.6584647718927635,-0.6598623823347146,-0.5734574996428458,-2.0015271191780553,-2.002140563842869,1.631809606341233,-0.89787220107315,-0.5951193132708773,1.607858803195725,-1.5547526814453936
Santiago del Estero,2012,Santiago del Estero 2012,Mujer,5,59,1,3,1,NA,1,2,0,NA,4,4,11.11,3.5855988520660373,7.669172932330827,0.5691729323308277,1,11.96,9.097546534,14.019744566649893,-4.922198032649893,-7.991895542548402,-8.982651534419048,3.75676506,-0.01016583566,0.9721639172,8.43,9.74,1,1,0.1211983655,0.1223220789,1,1,9,NO,NA,SI,1,1,39,66.89972595039002,Yes,-1.4414512336938112,0.9766547797592207,1.8450335743125144,0.18558452049111498,0.4377889632178623,-1.412216521489787,-1.5034640892489808,-1.4587191356923017,-0.6584647718927635,-0.6598623823347146,-0.5734574996428458,-2.0015271191780553,-2.002140563842869,1.631809606341233,-0.89787220107315,-0.5951193132708773,1.607858803195725,-1.5547526814453936
Santiago del Estero,2012,Santiago del Estero 2012,Mujer,3,55,1,3,NA,1,2,NA,0,NA,4,4,11.11,3.5855988520660373,7.669172932330827,0.5691729323308277,1,11.96,9.097546534,14.019744566649893,-4.922198032649893,-7.991895542548402,-8.982651534419048,3.75676506,-0.01016583566,0.9721639172,8.43,9.74,1,1,0.1211983655,0.1223220789,1,1,9,NO,NA,SI,1,1,39,66.89972595039002,Yes,-1.9678852042331318,0.7473252073281613,1.8450335743125144,0.18558452049111498,0.4377889632178623,-1.412216521489787,-1.5034640892489808,-1.4587191356923017,-0.6584647718927635,-0.6598623823347146,-0.5734574996428458,-2.0015271191780553,-2.002140563842869,1.631809606341233,-0.89787220107315,-0.5951193132708773,1.607858803195725,-1.5547526814453936
Santiago del Estero,2012,Santiago del Estero 2012,Mujer,7,35,1,2,NA,NA,3,3,0,NA,4,4,11.11,3.5855988520660373,7.669172932330827,0.5691729323308277,1,11.96,9.097546534,14.019744566649893,-4.922198032649893,-7.991895542548402,-8.982651534419048,3.75676506,-0.01016583566,0.9721639172,8.43,9.74,1,1,0.1211983655,0.1223220789,1,1,9,NO,NO,SI,1,1,39,66.89972595039002,Yes,-0.9150172631544907,-0.39932265482713547,1.8450335743125144,0.18558452049111498,0.4377889632178623,-1.412216521489787,-1.5034640892489808,-1.4587191356923017,-0.6584647718927635,-0.6598623823347146,-0.5734574996428458,-2.0015271191780553,-2.002140563842869,1.631809606341233,-0.89787220107315,-0.5951193132708773,1.607858803195725,-1.5547526814453936
Santiago del Estero,2012,Santiago del Estero 2012,Hombre,6,79,1,3,1,1,3,3,0,NA,4,4,11.11,3.5855988520660373,7.669172932330827,0.5691729323308277,1,11.96,9.097546534,14.019744566649893,-4.922198032649893,-7.991895542548402,-8.982651534419048,3.75676506,-0.01016583566,0.9721639172,8.43,9.74,1,1,0.1211983655,0.1223220789,1,1,10,NO,NO,SI,1,1,39,66.89972595039002,Yes,-1.178234248424151,2.1233026419145173,1.8450335743125144,0.18558452049111498,0.4377889632178623,-1.412216521489787,-1.5034640892489808,-1.4587191356923017,-0.6584647718927635,-0.6598623823347146,-0.5734574996428458,-2.0015271191780553,-2.002140563842869,1.631809606341233,-0.89787220107315,-0.5951193132708773,1.607858803195725,-1.5547526814453936
Buenos Aires,2012,Buenos Aires 2012,Hombre,2,37,1,1,1,1,2,2,0,NA,4,4,20.31,0.4916881646040725,8.480635551142006,1.3806355511420063,0,34.62,11.96531711,14.019744566649893,-2.0544274566498917,-0.48967700945779113,-1.6702258745738077,2.860417108,0.02883820492,0.2542594964,35.68,38.17,0,0,1.352735154,1.408483939,0,0,NA,NO,NO,SI,1,1,4,6.125661088910063,Yes,-2.231102189502792,-0.2846578686116058,0.09881794266015545,0.48734157010699264,0.7328512414258369,1.0519602007396784,0.09500410301855326,0.21140845255852894,-0.024658858752613474,-0.00301902439804429,-0.2346007941662757,-0.10212013488162312,-0.13744533473694168,1.0045084745007598,0.7662367024940755,-0.2562633004230532,-0.7710149359536056,-0.6141447586984956
Buenos Aires,2012,Buenos Aires 2012,Mujer,7,30,1,2,0,NA,3,2,0,NA,3,4,20.31,0.4916881646040725,8.480635551142006,1.3806355511420063,0,34.62,11.96531711,14.019744566649893,-2.0544274566498917,-0.48967700945779113,-1.6702258745738077,2.860417108,0.02883820492,0.2542594964,35.68,38.17,0,0,1.352735154,1.408483939,0,0,NA,NO,NO,SI,1,1,4,6.125661088910063,Yes,-0.9150172631544907,-0.6859846203659596,0.09881794266015545,0.48734157010699264,0.7328512414258369,1.0519602007396784,0.09500410301855326,0.21140845255852894,-0.024658858752613474,-0.00301902439804429,-0.2346007941662757,-0.10212013488162312,-0.13744533473694168,1.0045084745007598,0.7662367024940755,-0.2562633004230532,-0.7710149359536056,-0.6141447586984956
Chaco,2012,Chaco 2012,Hombre,7,32,1,2,1,1,3,2,0,NA,5,5,8.73,-0.5,2.029520295202952,-5.070479704797048,1,13.33,7.707549218,14.019744566649893,-6.312195348649893,-8.88770053475936,-9.9308987747282,2.367827317,0.008151510421,0.9557822113,9.54,8.66,1,1,0.1688377903,0.1531629145,1,1,8,SI,SI,SI,1,1,5,-11.76,Yes,-0.9150172631544907,-0.57131983415043,-0.46089484471084646,-1.9116223023337187,-1.612889301974997,-1.263234963261439,-1.43835217389423,-1.5221640106592698,-0.633947315801491,-0.6441119557006192,-0.7377000353124894,-2.2283264654338555,-2.2439470706395155,0.6597738959948428,-0.11636192034740046,-0.7593615132260444,1.5535757972148576,-1.7980838614603518
Santiago del Estero,2012,Santiago del Estero 2012,Hombre,12,19,1,2,0,1,2,3,0,NA,4,4,11.11,3.5855988520660373,7.669172932330827,0.5691729323308277,1,11.96,9.097546534,14.019744566649893,-4.922198032649893,-7.991895542548402,-8.982651534419048,3.75676506,-0.01016583566,0.9721639172,8.43,9.74,1,1,0.1211983655,0.1223220789,1,1,8,NO,NO,SI,NA,NA,39,66.89972595039002,Yes,0.40106766319381065,-1.316640944551373,1.8450335743125144,0.18558452049111498,0.4377889632178623,-1.412216521489787,-1.5034640892489808,-1.4587191356923017,-0.6584647718927635,-0.6598623823347146,-0.5734574996428458,-2.0015271191780553,-2.002140563842869,1.631809606341233,-0.89787220107315,-0.5951193132708773,1.607858803195725,-1.5547526814453936
Chaco,2012,Chaco 2012,Mujer,7,48,1,3,NA,1,2,3,0,NA,3,4,8.73,-0.5,2.029520295202952,-5.070479704797048,1,13.33,7.707549218,14.019744566649893,-6.312195348649893,-8.88770053475936,-9.9308987747282,2.367827317,0.008151510421,0.9557822113,9.54,8.66,1,1,0.1688377903,0.1531629145,1,1,5,SI,SI,SI,1,1,5,-11.76,Yes,-0.9150172631544907,0.34599845557380743,-0.46089484471084646,-1.9116223023337187,-1.612889301974997,-1.263234963261439,-1.43835217389423,-1.5221640106592698,-0.633947315801491,-0.6441119557006192,-0.7377000353124894,-2.2283264654338555,-2.2439470706395155,0.6597738959948428,-0.11636192034740046,-0.7593615132260444,1.5535757972148576,-1.7980838614603518
Santiago del Estero,2012,Santiago del Estero 2012,Hombre,6,61,1,2,NA,1,1,2,0,NA,3,5,11.11,3.5855988520660373,7.669172932330827,0.5691729323308277,1,11.96,9.097546534,14.019744566649893,-4.922198032649893,-7.991895542548402,-8.982651534419048,3.75676506,-0.01016583566,0.9721639172,8.43,9.74,1,1,0.1211983655,0.1223220789,1,1,10,SI,SI,SI,NA,NA,39,66.89972595039002,Yes,-1.178234248424151,1.0913195659747503,1.8450335743125144,0.18558452049111498,0.4377889632178623,-1.412216521489787,-1.5034640892489808,-1.4587191356923017,-0.6584647718927635,-0.6598623823347146,-0.5734574996428458,-2.0015271191780553,-2.002140563842869,1.631809606341233,-0.89787220107315,-0.5951193132708773,1.607858803195725,-1.5547526814453936
Mendoza,2012,Mendoza 2012,Hombre,7,62,1,2,NA,NA,2,3,0,NA,4,3,11.11,0.7762183563146805,4.978813559322034,-2.121186440677966,1,21.65,11.77946019,14.019744566649893,-2.2402843766498926,0.7473560517038778,-0.4913836473913435,1.278113764,0.03206369017,0.4849689191,29.53,34.33,0,0,0.5249245053,0.645286217,1,1,NA,NO,NO,SI,1,1,4,21.25975831461875,Yes,-0.9150172631544907,1.148651959082515,0.25940792686868125,-0.8148742658851725,-0.540473679319057,-0.3584710475973104,-0.2657511036766883,-0.014173325101801543,-0.45068858762940006,-0.39278439533597653,-0.2565617083789692,0.2110711199201904,0.1631637352419344,-0.10285242970105549,0.9038521557402724,-0.27822416974727254,-0.006527949755996039,-1.5547526814453936
Buenos Aires,2012,Buenos Aires 2012,Hombre,6,70,1,3,1,1,1,2,0,NA,4,4,20.31,0.4916881646040725,8.480635551142006,1.3806355511420063,0,34.62,11.96531711,14.019744566649893,-2.0544274566498917,-0.48967700945779113,-1.6702258745738077,2.860417108,0.02883820492,0.2542594964,35.68,38.17,0,0,1.352735154,1.408483939,0,0,5,NO,NO,SI,1,1,4,6.125661088910063,Yes,-1.178234248424151,1.607311103944634,0.09881794266015545,0.48734157010699264,0.7328512414258369,1.0519602007396784,0.09500410301855326,0.21140845255852894,-0.024658858752613474,-0.00301902439804429,-0.2346007941662757,-0.10212013488162312,-0.13744533473694168,1.0045084745007598,0.7662367024940755,-0.2562633004230532,-0.7710149359536056,-0.6141447586984956
Chaco,2012,Chaco 2012,Hombre,6,45,1,2,1,1,2,2,0,NA,4,4,8.73,-0.5,2.029520295202952,-5.070479704797048,1,13.33,7.707549218,14.019744566649893,-6.312195348649893,-8.88770053475936,-9.9308987747282,2.367827317,0.008151510421,0.9557822113,9.54,8.66,1,1,0.1688377903,0.1531629145,1,1,NA,NO,NO,SI,1,1,5,-11.76,Yes,-1.178234248424151,0.1740012762505129,-0.46089484471084646,-1.9116223023337187,-1.612889301974997,-1.263234963261439,-1.43835217389423,-1.5221640106592698,-0.633947315801491,-0.6441119557006192,-0.7377000353124894,-2.2283264654338555,-2.2439470706395155,0.6597738959948428,-0.11636192034740046,-0.7593615132260444,1.5535757972148576,-1.7980838614603518
Chaco,2012,Chaco 2012,Mujer,7,24,1,2,1,1,NA,2,0,NA,5,5,8.73,-0.5,2.029520295202952,-5.070479704797048,1,13.33,7.707549218,14.019744566649893,-6.312195348649893,-8.88770053475936,-9.9308987747282,2.367827317,0.008151510421,0.9557822113,9.54,8.66,1,1,0.1688377903,0.1531629145,1,1,NA,SI,SI,SI,1,1,5,-11.76,Yes,-0.9150172631544907,-1.0299789790125486,-0.46089484471084646,-1.9116223023337187,-1.612889301974997,-1.263234963261439,-1.43835217389423,-1.5221640106592698,-0.633947315801491,-0.6441119557006192,-0.7377000353124894,-2.2283264654338555,-2.2439470706395155,0.6597738959948428,-0.11636192034740046,-0.7593615132260444,1.5535757972148576,-1.7980838614603518
Buenos Aires,2012,Buenos Aires 2012,Mujer,15,21,1,2,NA,NA,3,3,0,NA,4,4,20.31,0.4916881646040725,8.480635551142006,1.3806355511420063,0,34.62,11.96531711,14.019744566649893,-2.0544274566498917,-0.48967700945779113,-1.6702258745738077,2.860417108,0.02883820492,0.2542594964,35.68,38.17,0,0,1.352735154,1.408483939,0,0,5,NO,NO,SI,NA,NA,4,6.125661088910063,Yes,1.1907186190027914,-1.2019761583358433,0.09881794266015545,0.48734157010699264,0.7328512414258369,1.0519602007396784,0.09500410301855326,0.21140845255852894,-0.024658858752613474,-0.00301902439804429,-0.2346007941662757,-0.10212013488162312,-0.13744533473694168,1.0045084745007598,0.7662367024940755,-0.2562633004230532,-0.7710149359536056,-0.6141447586984956
Buenos Aires,2012,Buenos Aires 2012,Mujer,12,21,1,2,0,0,NA,2,0,NA,2,4,20.31,0.4916881646040725,8.480635551142006,1.3806355511420063,0,34.62,11.96531711,14.019744566649893,-2.0544274566498917,-0.48967700945779113,-1.6702258745738077,2.860417108,0.02883820492,0.2542594964,35.68,38.17,0,0,1.352735154,1.408483939,0,0,NA,NO,NO,SI,0,0,4,6.125661088910063,Yes,0.40106766319381065,-1.2019761583358433,0.09881794266015545,0.48734157010699264,0.7328512414258369,1.0519602007396784,0.09500410301855326,0.21140845255852894,-0.024658858752613474,-0.00301902439804429,-0.2346007941662757,-0.10212013488162312,-0.13744533473694168,1.0045084745007598,0.7662367024940755,-0.2562633004230532,-0.7710149359536056,-0.6141447586984956
Buenos Aires,2012,Buenos Aires 2012,Mujer,7,48,1,1,0,0,2,1,0,NA,2,2,20.31,0.4916881646040725,8.480635551142006,1.3806355511420063,0,34.62,11.96531711,14.019744566649893,-2.0544274566498917,-0.48967700945779113,-1.6702258745738077,2.860417108,0.02883820492,0.2542594964,35.68,38.17,0,0,1.352735154,1.408483939,0,0,7,NO,NO,SI,0,0,4,6.125661088910063,Yes,-0.9150172631544907,0.34599845557380743,0.09881794266015545,0.48734157010699264,0.7328512414258369,1.0519602007396784,0.09500410301855326,0.21140845255852894,-0.024658858752613474,-0.00301902439804429,-0.2346007941662757,-0.10212013488162312,-0.13744533473694168,1.0045084745007598,0.7662367024940755,-0.2562633004230532,-0.7710149359536056,-0.6141447586984956
Chaco,2012,Chaco 2012,Hombre,8,22,1,2,1,1,2,2,0,NA,4,5,8.73,-0.5,2.029520295202952,-5.070479704797048,1,13.33,7.707549218,14.019744566649893,-6.312195348649893,-8.88770053475936,-9.9308987747282,2.367827317,0.008151510421,0.9557822113,9.54,8.66,1,1,0.1688377903,0.1531629145,1,1,10,NO,NO,SI,1,1,5,-11.76,Yes,-0.6518002778848304,-1.1446437652280783,-0.46089484471084646,-1.9116223023337187,-1.612889301974997,-1.263234963261439,-1.43835217389423,-1.5221640106592698,-0.633947315801491,-0.6441119557006192,-0.7377000353124894,-2.2283264654338555,-2.2439470706395155,0.6597738959948428,-0.11636192034740046,-0.7593615132260444,1.5535757972148576,-1.7980838614603518
Chaco,2012,Chaco 2012,Mujer,5,26,1,2,1,1,2,2,0,NA,4,3,8.73,-0.5,2.029520295202952,-5.070479704797048,1,13.33,7.707549218,14.019744566649893,-6.312195348649893,-8.88770053475936,-9.9308987747282,2.367827317,0.008151510421,0.9557822113,9.54,8.66,1,1,0.1688377903,0.1531629145,1,1,10,NO,NO,SI,1,1,5,-11.76,Yes,-1.4414512336938112,-0.915314192797019,-0.46089484471084646,-1.9116223023337187,-1.612889301974997,-1.263234963261439,-1.43835217389423,-1.5221640106592698,-0.633947315801491,-0.6441119557006192,-0.7377000353124894,-2.2283264654338555,-2.2439470706395155,0.6597738959948428,-0.11636192034740046,-0.7593615132260444,1.5535757972148576,-1.7980838614603518
Buenos Aires,2012,Buenos Aires 2012,Hombre,6,27,1,3,NA,NA,2,2,0,NA,3,4,20.31,0.4916881646040725,8.480635551142006,1.3806355511420063,0,34.62,11.96531711,14.019744566649893,-2.0544274566498917,-0.48967700945779113,-1.6702258745738077,2.860417108,0.02883820492,0.2542594964,35.68,38.17,0,0,1.352735154,1.408483939,0,0,4,NO,NO,SI,1,1,4,6.125661088910063,Yes,-1.178234248424151,-0.8579817996892541,0.09881794266015545,0.48734157010699264,0.7328512414258369,1.0519602007396784,0.09500410301855326,0.21140845255852894,-0.024658858752613474,-0.00301902439804429,-0.2346007941662757,-0.10212013488162312,-0.13744533473694168,1.0045084745007598,0.7662367024940755,-0.2562633004230532,-0.7710149359536056,-0.6141447586984956
